pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,st_teff,st_rad,discoverymethod,disc_year,ra,dec,sy_dist
"HD 82943 b","HD 82943",13.50000000,441.47000000000,1.1830600000,5935.00,1.182600,"Radial Velocity",2003,143.7114034,-12.1302976,27.59020000
"UZ For b","UZ For",,5840.00000000000,5.9000000000,5286.90,,"Eclipse Timing Variations",2011,53.8694682,-25.7393857,239.60387482
"Kepler-69 b","Kepler-69",2.24000000,13.72234100000,0.0940000000,5638.00,0.930000,"Transit",2013,293.2609013,44.8688656,730.62500000
"HIP 5158 c","HIP 5158",12.20000000,9017.76000000000,7.7000000000,4813.00,0.754089,"Radial Velocity",2011,16.5094891,-22.4536134,51.60260000
"HU Aqr AB b","HU Aqr",12.80000000,2390.00000000000,3.6000000000,5952.00,,"Eclipse Timing Variations",2011,316.9921976,-5.2948694,192.19807871
"HD 63433 c","HD 63433",2.69200000,20.54382810000,0.1460000000,5553.00,0.934000,"Transit",2020,117.4793699,27.3631342,22.40350000
"Kepler-52 c","Kepler-52",1.84000000,16.38500210000,0.1037900000,4075.00,0.520000,"Transit",2012,286.7380152,49.9757383,321.54200000
"Kepler-55 b","Kepler-55",2.43000000,27.94814490000,0.1593000000,4362.00,0.580000,"Transit",2012,285.1683291,44.0264898,578.79600000
"UZ For c","UZ For",,1916.25000000000,2.8000000000,5286.90,,"Eclipse Timing Variations",2011,53.8694682,-25.7393857,239.60387482
"Kepler-413 b","Kepler-413",4.34700000,66.26200000000,0.3553000000,4700.00,0.776100,"Transit",2014,288.5106679,51.1624235,847.53600000
"TOI-238 c","TOI-238",2.18000000,8.46565100000,0.0749000000,5059.00,0.733000,"Radial Velocity",2024,349.2310814,-18.6066463,80.54070000
"Kepler-65 d","Kepler-65",1.52000000,8.13123000000,0.0840000000,6211.00,1.410000,"Transit",2012,288.6887221,41.1511076,303.72800000
"alf Ari b","alf Ari",13.40000000,380.80000000000,1.2000000000,4553.00,13.900000,"Radial Velocity",2010,31.7932860,23.4624210,20.21019000
"KOI-55 b","KOI-55",0.75900000,0.24010400000,0.0060000000,27730.00,0.203000,"Orbital Brightness Modulation",2011,296.3561853,41.0927315,1231.02000000
"WASP-1 b","WASP-1",16.62300000,2.51994540000,0.0388900000,6110.00,1.470000,"Transit",2007,5.1669536,31.9899732,393.07200000
"Kepler-65 c","Kepler-65",2.58000000,5.85994400000,0.0680000000,6211.00,1.410000,"Transit",2012,288.6887221,41.1511076,303.72800000
"KOI-55 c","KOI-55",0.86700000,0.34288700000,0.0076000000,27730.00,0.203000,"Orbital Brightness Modulation",2011,296.3561853,41.0927315,1231.02000000
"Ross 458 c","Ross 458",14.01125000,,1100.0000000000,3965.42,0.562566,"Imaging",2010,195.1912147,12.3755996,11.50940000
"Kepler-38 b","Kepler-38",4.30000000,105.59900000000,0.4632000000,5623.00,1.752000,"Transit",2012,286.8303120,42.2791434,1174.59000000
"Kepler-30 d","Kepler-30",8.80000000,143.34394000000,0.5000000000,5498.00,0.950000,"Transit",2012,285.2836483,38.9472625,914.22100000
"ROXs 42 B b","ROXs 42 B",12.50000000,,157.0000000000,3433.00,1.336580,"Imaging",2013,247.8125493,-24.5455770,143.59000000
"HD 217107 c","HD 217107",12.90000000,4270.00000000000,5.3200000000,5575.00,1.199310,"Radial Velocity",2005,344.5647243,-2.3954489,20.06190000
"HD 27894 b","HD 27894",14.10000000,18.01939000000,0.1250000000,4875.00,0.891767,"Radial Velocity",2005,65.1975693,-59.4096776,43.82140000
"Kepler-50 c","Kepler-50",2.17000000,9.37647000000,0.0870000000,6225.00,1.580000,"Transit",2012,288.1009312,50.0336844,250.11000000
"HD 233604 b","HD 233604",12.70000000,192.00000000000,0.7470000000,4791.00,10.900000,"Radial Velocity",2013,137.4535054,53.5682016,847.05800000
"WD 0806-661 b","WD 0806-661",12.60000000,,2500.0000000000,9552.00,,"Imaging",2011,121.7275683,-66.3058835,19.24440000
"TOI-269 b","TOI-269",2.77000000,3.69771040000,0.0345000000,3514.00,0.398000,"Transit",2021,75.8462827,-54.1777213,57.02250000
"WASP-23 b","WASP-23",10.78300000,2.94442560000,0.0376000000,5150.00,0.765000,"Transit",2010,101.1275033,-42.7622296,207.49000000
"GJ 357 c","GJ 357",1.66000000,9.12470000000,0.0610000000,3505.00,0.337000,"Radial Velocity",2019,144.0074644,-21.6650634,9.44181000
"HD 10180 d","HD 10180",,16.35700000000,0.1285900000,5911.00,1.109000,"Radial Velocity",2010,24.4731133,-60.5114881,38.96070000
"WTS-1 b","WTS-1",16.70000000,3.35205700000,0.0470000000,6250.00,1.150000,"Transit",2012,293.9850284,36.2962939,2346.01000000
"HD 11506 d","HD 11506",12.30000000,26500.00000000000,18.2000000000,6123.00,1.240000,"Radial Velocity",2022,28.2106607,-19.5073960,51.26100000
"CoRoT-26 b","CoRoT-26",14.12000000,4.20474000000,0.0526000000,5590.00,1.790000,"Transit",2013,279.7504991,6.9697828,1045.18000000
"CoRoT-25 b","CoRoT-25",12.11000000,4.86069000000,0.0578000000,6040.00,1.190000,"Transit",2013,280.6296561,6.5138223,1103.48000000
"Kepler-186 b","Kepler-186",1.07000000,3.88679070000,0.0343000000,3788.00,0.472000,"Transit",2014,298.6527360,43.9549884,177.59400000
"91 Aqr b","91 Aqr",13.10000000,181.40000000000,0.7000000000,4665.00,11.000000,"Radial Velocity",2013,348.9745031,-9.0878076,44.03040000
"GJ 163 b","GJ 163",3.25000000,8.63182000000,0.0607000000,3500.00,0.409738,"Radial Velocity",2013,62.3228353,-53.3711768,15.12850000
"Kepler-27 c","Kepler-27",4.90000000,31.33090000000,0.1910000000,5400.00,0.590000,"Transit",2011,292.2367608,41.0858710,1044.36000000
"Kepler-27 b","Kepler-27",4.00000000,15.33480000000,0.1180000000,5400.00,0.590000,"Transit",2011,292.2367608,41.0858710,1044.36000000
"HD 215497 c","HD 215497",13.00000000,566.00000000000,1.3100000000,5113.00,0.850000,"Radial Velocity",2009,341.6527140,-56.5997984,40.54680000
"BD-06 1339 b","BD-06 1339",,3.87280000000,0.0428000000,4324.00,0.686355,"Radial Velocity",2013,88.2511811,-5.9963378,20.26950000
"Kepler-186 d","Kepler-186",1.40000000,13.34299600000,0.0781000000,3788.00,0.472000,"Transit",2014,298.6527360,43.9549884,177.59400000
"Kepler-11 d","Kepler-11",3.12000000,22.68450000000,0.1550000000,5663.00,1.065000,"Transit",2010,297.1150949,41.9091092,646.34600000
"Kepler-11 b","Kepler-11",1.80000000,10.30390000000,0.0910000000,5663.00,1.065000,"Transit",2010,297.1150949,41.9091092,646.34600000
"Kepler-31 c","Kepler-31",5.30000000,42.63180000000,0.2600000000,6340.00,1.220000,"Transit",2011,294.0230229,45.8530535,1664.64000000
"Kepler-32 c","Kepler-32",2.00000000,8.75220000000,0.0900000000,3900.00,0.530000,"Transit",2011,297.8423073,46.5743595,323.84700000
"Kepler-1735 b","Kepler-1735",1.19429134,7.71792984000,0.0621000000,3975.00,0.509000,"Transit",2021,281.0503476,47.1882005,245.30300000
"HD 66141 b","HD 66141",12.80000000,480.50000000000,1.2000000000,4323.00,21.400000,"Radial Velocity",2012,120.5662825,2.3350265,68.15090000
"HD 208527 b","HD 208527",12.50000000,875.50000000000,2.1000000000,4035.00,51.100000,"Radial Velocity",2012,329.0999413,21.2399220,312.20200000
"MOA-bin-1L b","MOA-bin-1L",13.00000000,,8.3000000000,,,"Microlensing",2012,261.7925000,-29.7939722,5100.00000000
"GU Psc b","GU Psc",14.17900000,,2000.0000000000,4031.81,0.450458,"Imaging",2014,18.1464850,17.0650029,47.55010000
"GJ 163 c","GJ 163",2.50000000,25.63058000000,0.1254000000,3500.00,0.409738,"Radial Velocity",2013,62.3228353,-53.3711768,15.12850000
"GJ 163 d","GJ 163",5.92000000,603.95116000000,1.0304000000,3500.00,0.409738,"Radial Velocity",2013,62.3228353,-53.3711768,15.12850000
"Kepler-32 d","Kepler-32",2.70000000,22.78020000000,0.1300000000,3900.00,0.530000,"Transit",2012,297.8423073,46.5743595,323.84700000
"Kepler-31 d","Kepler-31",3.90000000,87.64510000000,0.4000000000,6340.00,1.220000,"Transit",2014,294.0230229,45.8530535,1664.64000000
"WASP-59 b","WASP-59",8.68700000,7.91958500000,0.0697000000,4650.00,0.613000,"Transit",2012,349.6229547,24.8892770,115.93600000
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",12.40000000,,1.2100000000,,,"Microlensing",2012,272.5472580,-26.5229319,2800.00000000
"TOI-7510 d","TOI-7510",10.52000000,48.86446800000,0.2672000000,5720.00,1.035000,"Transit",2025,273.7281880,-54.4340547,249.00600000
"HAT-P-44 b","HAT-P-44",13.92200000,4.30121900000,0.0507000000,5295.00,0.949000,"Transit",2014,213.1438604,47.0147826,347.85000000
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",11.90000000,246.36000000000,0.3600000000,,,"Astrometry",2013,125.7620668,-49.2003008,20.77000000
"HIP 63242 b","HIP 63242",12.50000000,124.60000000000,0.5650000000,4830.00,10.275655,"Radial Velocity",2013,194.3824825,-65.6463263,156.45600000
"Kepler-31 b","Kepler-31",5.50000000,20.86130000000,0.1600000000,6340.00,1.220000,"Transit",2011,294.0230229,45.8530535,1664.64000000
"Kepler-32 f","Kepler-32",0.82000000,0.74296000000,0.0130000000,3900.00,0.530000,"Transit",2012,297.8423073,46.5743595,323.84700000
"HD 66428 c","HD 66428",13.50000000,10478.84437000000,9.4080000000,5716.00,1.130000,"Radial Velocity",2021,120.8691654,-1.1636019,53.28170000
"TOI-333 b","TOI-333",4.26000000,3.78525030000,0.0490000000,6241.00,1.100000,"Transit",2025,353.3574989,-41.1715206,352.26900000
"KMT-2023-BLG-1896L b","KMT-2023-BLG-1896L",4.19000000,,2.8600000000,,,"Microlensing",2025,271.0317500,-26.9589194,5490.00000000
"HD 190984 b","HD 190984",13.00000000,4885.00000000000,5.5000000000,5988.00,1.530000,"Radial Velocity",2009,302.8779827,-64.6202728,148.18700000
"HAT-P-44 c","HAT-P-44",13.00000000,872.20000000000,1.7520000000,5295.00,0.949000,"Radial Velocity",2014,213.1438604,47.0147826,347.85000000
"HATS-5 b","HATS-5",10.22300000,4.76338700000,0.0542000000,5304.00,0.871000,"Transit",2014,67.2228465,-21.4820568,246.38400000
"Kepler-16 b","Kepler-16",8.44930000,228.77600000000,0.7048000000,4450.00,0.648900,"Transit",2011,289.0758307,51.7572290,75.08520000
"Kepler-18 b","Kepler-18",2.00000000,3.50472500000,0.0447000000,5345.00,1.108000,"Transit",2011,298.0794448,44.7462480,433.04700000
"Kepler-35 b","Kepler-35",8.16000000,131.45800000000,0.6034700000,5606.00,1.028400,"Transit",2011,294.4969550,46.6896733,1819.17000000
"HD 103774 b","HD 103774",13.30000000,5.88810000000,0.0700000000,6489.00,1.581047,"Radial Velocity",2013,179.2310729,-12.1079951,56.40890000
"HD 109271 b","HD 109271",4.31000000,7.85430000000,0.0790000000,5783.00,1.294595,"Radial Velocity",2013,188.3973970,-11.6215204,55.87160000
"Kepler-415 c","Kepler-415",2.01000000,8.70800000000,0.0695000000,4362.00,0.643000,"Transit Timing Variations",2014,293.8045041,38.6390517,530.48700000
"Kepler-18 d","Kepler-18",6.98000000,14.85888000000,0.1172000000,5345.00,1.108000,"Transit",2011,298.0794448,44.7462480,433.04700000
"CoRoT-19 b","CoRoT-19",14.46000000,3.89713000000,0.0518000000,6090.00,1.650000,"Transit",2011,97.0335983,-0.1707293,790.66300000
"KELT-1 b","KELT-1",12.44200000,1.21751400000,0.0246600000,6516.00,1.471000,"Transit",2012,0.3620995,39.3837953,268.43000000
"HATS-1 b","HATS-1",14.59400000,3.44645900000,0.0444000000,5870.00,1.038000,"Transit",2012,175.5252399,-23.3548451,283.97100000
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",13.60000000,,2.0000000000,5950.00,,"Microlensing",2012,271.5310060,-31.4544773,2300.00000000
"HD 183263 b","HD 183263",13.10000000,624.87404000000,1.4600000000,5948.00,1.230000,"Radial Velocity",2004,292.1022982,8.3579183,54.19550000
"HD 166724 b","HD 166724",13.00000000,5144.00000000000,5.4200000000,5127.00,0.797485,"Radial Velocity",2012,273.4988604,-42.5757218,45.13420000
"Kepler-122 f","Kepler-122",1.75000000,56.26800000000,0.2857500000,5917.00,0.949000,"Transit Timing Variations",2014,291.1118647,39.9490248,1027.45000000
"HAT-P-37 b","HAT-P-37",13.20400000,2.79743600000,0.0379000000,5500.00,0.877000,"Transit",2011,284.2960393,51.2691212,390.59400000
"CoRoT-23 b","CoRoT-23",11.77000000,3.63130000000,0.0480000000,5900.00,1.610000,"Transit",2011,279.7826586,4.3577516,1060.97000000
"BD+20 274 b","BD+20 274",13.00000000,578.20000000000,1.3000000000,4296.00,17.300000,"Radial Velocity",2012,25.9203179,21.0052692,1322.51000000
"HD 219415 b","HD 219415",13.80000000,2093.30000000000,3.2000000000,4820.00,2.900000,"Radial Velocity",2012,348.7243579,56.7303001,165.18400000
"HD 150706 b","HD 150706",13.30000000,5894.00000000000,6.7000000000,5961.00,0.960000,"Radial Velocity",2012,247.8255687,79.7894032,28.26970000
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",14.20000000,,2.7200000000,,,"Microlensing",2012,264.5590830,-27.1361389,2570.00000000
"Kepler-414 c","Kepler-414",3.01000000,7.17100000000,0.0719500000,5536.00,0.946000,"Transit Timing Variations",2014,297.9615616,48.2443363,413.46000000
"HD 3167 e","HD 3167",2.83000000,96.63000000000,0.3885000000,5261.00,0.880000,"Radial Velocity",2022,8.7401487,4.3807215,47.28990000
"Kepler-42 c","Kepler-42",0.73000000,0.45328509000,0.0060000000,3068.00,0.170000,"Transit",2011,292.2196000,44.6173667,40.05950000
"Kepler-33 c","Kepler-33",3.20000000,13.17562000000,0.1189000000,5904.00,1.820000,"Transit",2011,289.0775348,46.0051696,1209.16000000
"Kepler-641 b","Kepler-641",1.85000000,9.48961571000,0.0895000000,5713.00,1.130000,"Transit",2016,291.8235292,42.5161945,969.91800000
"WASP-7 b","WASP-7",14.90797000,4.95464160000,0.0617000000,6400.00,1.432000,"Transit",2008,311.0427558,-39.2254856,162.30300000
"HD 168863 b","HD 168863",12.70000000,14773.93272000000,10.9610000000,4905.00,0.777826,"Radial Velocity",2022,275.6642157,-18.0219726,39.89790000
"HD 89839 b","HD 89839",12.90000000,3441.00000000000,4.7610000000,6314.00,1.285880,"Radial Velocity",2023,155.1688790,-53.6640291,57.30630000
"Kepler-415 b","Kepler-415",1.21000000,4.17600000000,0.0426000000,4362.00,0.643000,"Transit Timing Variations",2014,293.8045041,38.6390517,530.48700000
"Kepler-338 e","Kepler-338",1.56000000,9.34100000000,0.0897900000,5999.00,1.735000,"Transit Timing Variations",2014,282.9790593,40.7844188,552.79800000
"Kepler-33 e","Kepler-33",4.02000000,31.78440000000,0.2138000000,5904.00,1.820000,"Transit",2011,289.0775348,46.0051696,1209.16000000
"Kepler-33 b","Kepler-33",1.74000000,5.66793000000,0.0677000000,5904.00,1.820000,"Transit",2011,289.0775348,46.0051696,1209.16000000
"Kepler-46 c","Kepler-46",13.50000000,57.01100000000,0.2799000000,5155.00,0.938000,"Transit Timing Variations",2012,289.2687388,42.6041819,777.06000000
"HAT-P-39 b","HAT-P-39",17.60900000,3.54387000000,0.0509000000,6430.00,1.625000,"Transit",2012,113.7582526,17.8300283,697.00400000
"Kepler-46 b","Kepler-46",9.05700000,33.60134000000,0.1968000000,5155.00,0.938000,"Transit",2012,289.2687388,42.6041819,777.06000000
"USco CTIO 108 b","USco CTIO 108",12.30000000,,670.0000000000,2700.00,0.345365,"Imaging",2008,241.4752653,-18.3124167,144.01900000
"Kepler-130 c","Kepler-130",2.90000000,27.50868000000,0.1780000000,5879.00,1.170000,"Transit",2014,288.4505905,40.2452006,316.66300000
"Kepler-418 b","Kepler-418",13.45000000,86.67856000000,0.3924900000,5820.00,1.090000,"Transit",2014,294.4335228,38.3554729,1002.53000000
"Kepler-33 f","Kepler-33",4.46000000,41.02902000000,0.2535000000,5904.00,1.820000,"Transit",2011,289.0775348,46.0051696,1209.16000000
"Kepler-33 d","Kepler-33",5.35000000,21.77596000000,0.1662000000,5904.00,1.820000,"Transit",2011,289.0775348,46.0051696,1209.16000000
"HD 155358 c","HD 155358",13.90000000,391.90000000000,1.0200000000,5900.00,1.380000,"Radial Velocity",2007,257.3930947,33.3549277,43.61970000
"Kepler-52 b","Kepler-52",2.10000000,7.87735650000,0.0637000000,4075.00,0.520000,"Transit",2012,286.7380152,49.9757383,321.54200000
"Kepler-58 b","Kepler-58",2.78000000,10.21849540000,0.0929100000,5843.00,1.030000,"Transit",2012,296.3586251,39.1152033,969.25200000
"HD 183263 c","HD 183263",12.50000000,4667.97841000000,5.5850000000,5948.00,1.230000,"Radial Velocity",2008,292.1022982,8.3579183,54.19550000
"HD 187123 b","HD 187123",14.20000000,3.09658280000,0.0426000000,5790.00,1.150430,"Radial Velocity",1998,296.7428786,34.4189900,45.95480000
"V0391 Peg b","V0391 Peg",13.10000000,1170.00000000000,1.7000000000,29300.00,0.230000,"Pulsation Timing Variations",2007,331.0504119,26.4188227,1195.98000000
"Kepler-62 e","Kepler-62",1.61000000,122.38740000000,0.4270000000,4925.00,0.640000,"Transit",2013,283.2125621,45.3496992,300.87400000
"HD 197037 b","HD 197037",13.90000000,1035.70000000000,2.0700000000,6150.00,1.105000,"Radial Velocity",2012,309.8869681,42.2475930,33.19440000
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",12.40000000,10037.50000000000,2.6000000000,580.50,,"Imaging",2011,224.6208333,10.2286111,23.10000000
"Kepler-269 b","Kepler-269",2.47000000,5.32671800000,0.0610000000,5847.00,0.959000,"Transit",2014,290.2151459,41.7759810,2257.32000000
"Kepler-300 c","Kepler-300",2.25000000,40.71495500000,0.2320000000,5986.00,0.900000,"Transit",2014,295.2886934,48.5997243,1098.45000000
"Kepler-149 d","Kepler-149",3.96000000,160.01803200000,0.5710000000,5381.00,0.953000,"Transit",2014,285.8537014,38.3840916,571.03400000
"Kepler-124 d","Kepler-124",1.11000000,30.95085100000,0.1700000000,4984.00,0.636000,"Transit",2014,286.7527322,49.0648788,420.04600000
"Kepler-276 d","Kepler-276",2.80000000,48.64800000000,0.2466600000,5693.00,1.030000,"Transit",2013,293.5681970,39.0363123,1144.86000000
"Kepler-114 c","Kepler-114",1.60000000,8.04100000000,0.0648200000,4660.00,0.540000,"Transit",2013,294.1214820,48.3497977,259.53300000
"Kepler-297 b","Kepler-297",2.87000000,38.87182600000,0.2170000000,5619.00,0.915000,"Transit",2014,283.2091605,48.7776156,692.14000000
"WASP-29 b","WASP-29",8.63093000,3.92273000000,0.0457000000,4800.00,0.790000,"Transit",2010,357.8791976,-39.9071215,87.59530000
"Kepler-402 c","Kepler-402",1.56000000,6.12482100000,0.0680000000,6090.00,1.264000,"Transit",2014,288.3701976,43.3546109,625.33900000
"Kepler-157 b","Kepler-157",1.32000000,1.73234200000,0.0280000000,5774.00,1.044000,"Transit",2014,291.0972257,38.8756049,773.71300000
"Kepler-77 b","Kepler-77",10.76100000,3.57878087000,0.0450100000,5520.00,0.990000,"Transit",2013,289.6079433,44.3454347,639.41100000
"Kepler-81 c","Kepler-81",2.37000000,12.04000000000,0.0834700000,4385.00,0.590000,"Transit",2012,293.6369437,42.8248275,348.29100000
"Kepler-396 c","Kepler-396",5.30000000,88.50500000000,0.3894600000,5656.00,1.060000,"Transit",2013,296.1328135,48.9773095,223.75700000
"Kepler-92 b","Kepler-92",3.51000000,13.74900000000,0.1223200000,5883.00,1.700000,"Transit",2013,289.0860607,41.5630224,477.99200000
"Kepler-288 c","Kepler-288",2.85000000,19.30577200000,0.1400000000,5918.00,1.091000,"Transit",2014,288.9163997,39.5947523,1194.15000000
"Kepler-295 b","Kepler-295",1.22000000,12.64516400000,0.0990000000,5603.00,0.898000,"Transit",2014,285.3458383,45.3677754,1699.19000000
"Kepler-178 d","Kepler-178",3.95000000,96.67898800000,0.3970000000,5676.00,1.066000,"Transit",2014,287.1010275,46.8964033,716.02500000
"HAT-P-27 b","HAT-P-27",11.43000000,3.03957700000,0.0400000000,5316.00,0.864673,"Transit",2011,222.7673221,5.9473626,199.17300000
"HATS-3 b","HATS-3",15.48000000,3.54785100000,0.0485000000,6351.00,1.404000,"Transit",2013,312.4574879,-24.4286938,411.21100000
"POTS-1 b","POTS-1",10.54800000,3.16062960000,0.0373400000,4400.00,0.588000,"Transit",2013,203.6087259,-66.5811639,747.95900000
"Kepler-350 d","Kepler-350",2.80000000,26.13600000000,0.1786000000,6492.30,1.250000,"Transit",2013,285.4195845,39.7061009,956.85900000
"Kepler-238 f","Kepler-238",2.00000000,50.44700000000,0.2863500000,5800.00,0.960000,"Transit",2013,287.8971066,40.6378141,1798.75000000
"Kepler-287 c","Kepler-287",3.26000000,44.85189600000,0.2460000000,5806.00,1.032000,"Transit",2014,290.9274282,48.4434588,835.86000000
"Kepler-285 b","Kepler-285",1.34000000,2.63386700000,0.0360000000,5411.00,0.808000,"Transit",2014,291.3908469,48.0655392,824.31000000
"Kepler-181 b","Kepler-181",1.27000000,3.13787300000,0.0400000000,5333.00,0.749000,"Transit",2014,296.1512831,50.0957806,609.28300000
"Kepler-1398 c","Kepler-1398",1.03000000,4.13827595000,0.0508700000,6126.00,1.180000,"Transit",2016,294.8661073,48.6389923,852.20400000
"RR Cae b","RR Cae",13.00000000,4343.50000000000,5.3000000000,3904.00,0.193119,"Eclipse Timing Variations",2012,65.2733756,-48.6542601,21.19160000
"WASP-65 b","WASP-65",12.46400000,2.31142430000,0.0334000000,5600.00,1.010000,"Transit",2013,133.3242982,8.5230171,273.70300000
